LSAT,GPA,resident,Sensitive,Label
160,3.32,0,1,0
152,3.18,0,1,0
156,2.63,1,1,1
154,3.35,0,1,0
149,3.4499988555908203,0,1,0
143,3.07,1,1,0
152,2.42,0,1,1
157,2.97,0,1,0
152,3.38,0,1,0
152,2.43,0,1,0
154,3.43,1,1,0
146,3.14,0,1,0
155,3.46,1,1,0
151,3.55,0,1,1
147,3.13,0,1,0
154,2.58,1,1,0
158,3.56,0,1,0
147,3.1,0,1,0
157,3.56,0,1,0
160,3.12,1,1,0
157,3.16,0,1,0
158,3.46,0,1,0
155,2.61,1,1,1
155,3.24,0,1,0
152,3.14,0,1,0
157,2.89,0,1,0
151,2.26,0,1,0
147,3.44,0,1,0
153,2.87,1,1,0
158,3.45,0,1,0
148,2.53,0,1,0
154,2.98,1,1,1
150,3.2,0,1,0
143,3.03,0,1,0
153,3.08,0,1,0
152,3.53,0,1,0
152,2.7,0,1,0
151,3.3,0,1,0
155,3.51,0,1,0
160,3.53,1,1,1
155,2.97,0,1,0
145,2.9,0,1,0
160,3.43,0,1,0
156,3.34,1,1,1
147,2.98,1,1,0
156,3.5,1,1,0
149,3.1,1,1,0
153,3.47,0,1,0
143,3.05,0,1,0
148,3.41,0,1,0
158,3.11,0,1,0
148,2.53,1,1,0
150,2.8,0,1,0
144,3.19,1,1,0
152,3.01,0,1,0
147,2.64,1,1,0
156,3.47,0,1,0
149,3.35,1,1,0
158,3.5,1,1,1
158,2.73,1,1,1
145,2.63,0,1,0
158,3.489999771118164,0,1,0
150,3.46,0,1,0
157,3.36,0,1,0
154,3.37,0,1,1
154,3.31,1,1,1
159,3.4,0,1,0
159,3.11,0,1,0
145,3.52,0,1,0
155,3.24,0,1,1
155,2.71,1,1,1
152,3.01,0,1,0
143,2.84,1,1,0
152,2.809999465942383,0,1,0
160,3.29,1,1,0
151,3.55,0,1,0
150,2.84,1,1,0
154,2.77,1,1,0
154,3.17,0,1,0
156,3.1,0,1,1
141,3.19,0,1,0
155,2.79,1,1,0
148,3.33,1,1,0
155,2.96,0,1,1
151,3.2,0,1,1
150,2.6499996185302734,0,1,0
149,2.48,1,1,0
156,3.509998321533203,0,1,0
151,3.43,0,1,1
152,2.91,1,1,0
156,3.14,0,1,1
143,2.79,1,1,0
157,2.98,1,1,1
148,3.06,0,1,0
155,3.11,0,1,0
151,3.55,1,1,1
156,3.4,0,1,0
145,3.4,1,1,0
148,3.19,1,1,0
142,2.81,1,1,0
149,3.15999984741211,1,1,0
152,3.26,1,1,0
156,3.44,1,1,0
159,3.14,0,1,0
158,2.84,0,1,0
127,2.22,1,1,0
153,2.89,0,1,0
140,3.27,1,1,0
154,2.88,0,1,0
151,3.52,1,1,0
153,3.13,0,1,0
144,3.27,1,1,0
143,2.57,0,1,0
151,2.49,0,1,0
154,3.14,0,1,0
160,3.44,0,1,0
158,3.48,1,1,1
158,3.55,0,1,1
141,3,1,1,0
130,3.08,1,1,0
143,1.93,0,1,0
147,3.19,1,1,0
152,3.46,0,1,0
153,2.9499988555908203,1,1,0
148,2.519998550415039,0,1,0
129,3.19,1,1,0
158,3.18,0,1,0
159,2.5,1,1,0
159,3.4,0,1,0
160,3.35,1,1,0
153,2.69,1,1,0
154,2.43,0,1,0
155,3.32,0,1,0
144,2.95,0,1,0
160,3.33,1,1,0
156,3.23,0,1,0
148,3.23,0,1,0
148,3.32,0,1,0
144,2.37,1,1,0
153,3.56,1,1,0
151,3.44,0,1,0
160,3.5,0,1,0
154,3.029998779296875,1,1,0
156,3.48,1,1,0
157,2.98,0,1,0
146,2.22,1,1,0
160,2.99,1,1,0
155,3.48,1,1,0
143,3.52,0,1,0
152,2.45,0,1,0
142,3.12,0,1,0
151,3.55,0,1,0
159,2.63,1,1,0
156,3.05,1,1,0
156,3.51,0,1,0
147,2.84,0,1,0
156,3.51,0,1,0
159,3.21,1,1,0
154,3.13,1,1,0
154,3.34,1,1,1
151,2.47,1,1,0
156,3.23,1,1,0
152,3.44,1,1,0
159,3.29,0,1,0
145,2.59,0,1,0
155,3.44,1,1,0
147,3.38,0,1,0
149,2.9,0,1,0
154,2.98,0,1,1
141,3.15,1,1,0
142,2.95,1,1,0
159,3.02,1,1,0
140,2.7,1,1,0
145,3.2,0,1,0
152,2.68,1,1,0
153,3.32,1,1,0
160,3.49,0,1,1
159,3.24,1,1,1
157,3.51,1,1,0
144,3.43,1,1,0
143,2.75,1,1,0
158,2.93,1,1,0
154,2.62,0,1,0
151,3.56,0,1,1
153,3.53,1,1,0
159,2.17,0,1,0
155,3,0,1,0
160,3.19,0,1,0
156,3.11,1,1,0
148,2.67,1,1,0
142,2.58,1,1,0
144,2.62,1,1,0
156,3.2,0,1,0
150,3.49,0,1,0
154,2.78,0,1,1
150,3.33,1,1,1
157,3.3,0,1,0
150,3.12,0,1,0
154,2.97,1,1,0
158,3.42,0,1,0
153,2.84,1,1,0
159,2.46,0,1,0
152,3.46,1,1,1
156,3.36,1,1,1
140,3.55,1,1,0
146,2.82,0,1,0
155,2.25,0,1,0
160,3.25,0,1,0
157,3.01,0,1,1
143,3.04,1,1,0
155,2.84,1,1,0
150,3.089998245239258,0,1,0
145,3.23,1,1,0
157,2.92,0,1,0
156,3.08,1,1,0
159,3.4,0,1,0
154,2.92,0,1,0
145,2.71,0,1,0
156,3.36,0,1,0
145,3.01,0,1,0
145,3.3,0,1,0
158,3.18,0,1,0
159,3.43,0,1,0
157,3.209999084472656,0,1,0
146,3.44,0,1,0
154,3.5,1,1,0
150,3.42,0,1,1
144,2.93,0,1,0
147,3.49,1,1,0
159,3.46,0,1,1
157,2.27,0,1,0
146,2.99,1,1,0
157,3.05,0,1,1
156,2.97,1,1,0
140,2.67,0,1,0
150,3.11,0,1,0
151,3.15,0,1,0
152,2.83,0,1,0
137,2.98,1,1,0
157,2.93,1,1,0
148,3.41,1,1,0
159,3.45,1,1,0
136,2.67,0,1,0
142,2.38,0,1,0
138,2.82,1,1,0
150,2.91,0,1,0
158,3.46,0,1,0
159,3.31,1,1,0
152,3.16,0,1,0
145,2.67,0,1,0
149,3.12,0,1,0
152,3.4,1,1,0
147,2.42,1,1,0
150,2.75,0,1,0
156,3.48,0,1,0
147,3.25,0,1,0
151,3.11,0,1,0
159,2.67,0,1,0
156,3.52,0,1,0
148,2.93,0,1,0
159,3.51,1,1,0
152,3.28,0,1,0
155,3.05,0,1,0
160,3.34,1,1,0
150,2.9,0,1,0
158,3.06,0,1,0
154,3.27,1,1,0
147,3.47,0,1,0
159,2.73,1,1,0
153,3.31,0,1,0
154,3.35,0,1,0
149,3.48,1,1,0
148,2.65,0,1,0
152,2.55,1,1,1
148,3.31,1,1,0
155,2.06,1,1,0
159,3.41,0,1,0
156,3.45,1,1,0
155,3.39,0,1,0
159,3.18,1,1,0
151,3.54,0,1,0
156,3.04,1,1,0
151,3.3,0,1,1
157,2.53,0,1,0
160,3.34,1,1,0
154,3.28,0,1,0
158,2.47,1,1,0
160,3.56,0,1,0
152,2.97,0,1,0
150,3.02,1,1,0
151,3.17,0,1,0
154,3.019998550415039,0,1,0
151,3.5,1,1,0
143,3.11,1,1,0
153,2.81,1,1,0
147,3.03,0,1,0
150,3.26,1,1,0
152,2.82,1,1,0
159,3.41,0,1,0
157,3.14,0,1,1
160,3.17,0,1,0
151,3.259998321533203,1,1,0
149,3.41,0,1,0
152,2.64,0,1,0
152,2.41,0,1,1
156,3.29,0,1,0
156,3.53,0,1,1
156,3.3299999237060547,0,1,0
156,3.48,1,1,0
158,2.89,1,1,0
155,2.94,0,1,0
147,3.19,0,1,0
152,3.47,1,1,0
142,3.56,1,1,0
149,2.68,1,1,0
155,3.52,0,1,0
148,3.26,0,1,0
146,3.26,0,1,0
147,3.45,1,1,0
149,3.1699981689453125,0,1,0
156,3.45,0,1,1
139,2.44,1,1,0
155,2.66,1,1,0
147,3.27,0,1,0
154,2.66,0,1,1
156,3.05,1,1,0
159,3.09,0,1,0
148,3.31,1,1,0
158,3.51,1,1,0
159,2.76,1,1,1
151,3.25,1,1,0
137,2.87,1,1,0
158,3.32,0,1,0
147,2.76,0,1,0
150,3.25,0,1,0
159,3.5,0,1,1
153,2.4,1,1,0
159,3.07,0,1,0
155,3.47,0,1,0
153,2.81,0,1,0
160,3.5,0,1,0
159,3.5,0,1,0
158,3.56,0,1,0
149,3.21,0,1,0
156,2.58,0,1,0
154,3.34,1,1,1
154,2.66,0,1,0
157,3.46,0,1,0
155,3.14,0,1,0
157,3.27,0,1,1
159,3.08,0,1,0
153,2.55,1,1,0
143,3.28,0,1,0
153,3.49,1,1,1
159,3.33,0,1,0
155,3.36,1,1,0
159,3.03,1,1,0
152,3.13,1,1,0
153,3.48,0,1,1
149,3.54,0,1,0
150,3.29,0,1,0
154,3.37,1,1,0
151,3.5,0,1,0
155,3.48,1,1,0
157,3.54,0,1,0
153,2.81,0,1,0
157,3.19,0,1,0
150,3.49,0,1,1
156,3.34,1,1,0
150,3.32,0,1,0
154,3.38,0,1,0
141,3.09,1,1,0
148,2.94,0,1,0
154,3.35,1,1,0
156,3.3,0,1,1
159,3.24,0,1,0
154,2.92,0,1,0
158,3.03,0,1,0
137,3.36,1,1,0
155,3.41,0,1,0
137,2.85,1,1,0
160,3.42,1,1,0
150,3.27,1,1,1
154,3.05,1,1,0
156,3.02,0,1,0
154,3.55,1,1,0
150,3.08,0,1,0
143,2.35,1,1,0
150,1.97,0,1,0
155,3.54,0,1,0
153,3.32,0,1,1
154,2.68,1,1,0
158,3.51,1,1,0
153,3.3,1,1,0
154,3.08,0,1,0
145,3.07,1,1,0
152,3.09,0,1,0
155,3.1,0,1,0
160,3.04,1,1,0
149,3.2,1,1,0
159,3.52,0,1,1
146,3.26,0,1,0
153,3.33,0,1,0
143,2.92,1,1,0
151,2.19,1,1,0
152,3.049999237060547,0,1,0
159,3.19,0,1,0
154,3.28,0,1,0
151,3.22,0,1,0
156,3.549999237060547,1,1,1
159,3.03,1,1,0
151,3.56,0,1,0
152,3.45,0,1,0
154,2.45,0,1,0
153,3.44,1,1,0
159,3.46,0,1,0
159,3.38,1,1,0
156,3.48,1,1,0
154,3.5,0,1,0
152,3.4,1,1,0
133,2.539999008178711,1,1,0
147,3.17,0,1,0
160,3.36,0,1,0
155,3.229999542236328,1,1,0
151,3.32,0,1,0
159,3.31,0,1,0
146,2.12,1,1,0
160,3.25,0,1,0
158,3.55,1,1,1
153,2.8999996185302734,0,1,0
158,2.99,1,1,1
148,3.42,0,1,0
157,3.36,1,1,0
153,3.31,1,1,1
149,3.22,0,1,0
153,3.18,0,1,0
152,3.21,1,1,1
160,3.09,0,1,0
144,3.1799983978271484,1,1,0
145,3.56,0,1,0
154,3.33,1,1,0
137,3.43,0,1,0
151,2.56,0,1,0
150,3.13,0,1,0
152,3.03,0,1,0
160,3.37,0,1,0
145,3.05,0,1,0
160,3.4,0,1,0
151,3.39,0,1,0
159,2.17,0,1,0
156,3.53,0,1,1
156,3.21,0,1,0
155,3.13,0,1,0
150,3.03,1,1,0
156,3.51,0,1,0
152,2.73,1,1,0
156,2.84,1,1,0
160,3.03,0,1,1
160,3.31,0,1,0
154,3.3,1,1,0
160,2.6,1,1,0
144,3.47,0,1,0
160,3.48,0,1,1
157,3.39,0,1,1
153,3.08,0,1,0
160,3.23,1,1,1
156,3.2,0,1,0
148,2.94,1,1,0
155,3.11,1,1,0
155,3.24,0,1,0
159,3.25,0,1,0
158,3.36,0,1,0
142,2.99,0,1,0
146,3.47,1,1,0
154,2.67,1,1,0
156,3.1,1,1,0
157,3.33,1,1,0
155,3.18,1,1,0
151,3.18,0,1,0
160,3.46,0,1,0
157,3.17,0,1,0
148,2.75,1,1,0
160,3.54,1,1,0
154,3.53,1,1,0
154,3.26,1,1,0
159,3.42,0,1,0
144,2.38,0,1,0
160,3.02,1,1,1
152,3.02,1,1,0
152,3.54,1,1,0
143,2.54,1,1,0
157,2.88,1,1,0
145,3.17,0,1,0
150,2.51,1,1,0
153,1.63,0,1,0
160,3.29,0,1,0
158,3.46,1,1,0
150,3.24,1,1,0
156,2.5,0,1,0
153,3.42,0,1,0
146,3.52,0,1,0
154,3.04,1,1,1
157,3.45,0,1,1
154,2.99,1,1,0
156,3.05,1,1,0
149,2.78,1,1,0
159,3.28,1,1,0
146,3.55,0,1,0
159,3.21,0,1,0
150,3,0,1,0
159,3.43,0,1,0
155,3.28,0,1,0
154,2.32,1,1,1
160,3.45,0,1,0
139,2.81,1,1,0
152,3.14,1,1,0
154,3.47,1,1,0
151,3.4,1,1,1
156,3.18,0,1,0
153,3.56,0,1,0
153,3.17,1,1,1
152,3.35,0,1,0
160,2.79,1,1,0
154,3.05,1,1,1
158,3.29,0,1,0
157,3.46,1,1,1
156,3.19,1,1,1
155,3.25,0,1,0
149,3.49,0,1,0
134,2.66,0,1,0
152,3.3,0,1,0
154,3.06,1,1,1
154,3.2,0,1,0
157,2.95,1,1,0
157,3.51,1,1,0
148,3.3,0,1,0
151,2.86,0,1,0
145,3.44,0,1,0
157,3.059999465942383,0,1,0
158,3.24,1,1,0
156,2.89,1,1,0
155,2.43,0,1,0
139,3.29,1,1,0
159,3.37,0,1,0
158,3.03,1,1,1
153,3.12,0,1,0
154,3.38,1,1,0
159,3.17,1,1,0
148,3.24,1,1,0
158,3.27,0,1,1
154,3.38,0,1,0
151,3.02,1,1,0
159,3,0,1,1
155,3.5,0,1,0
157,3.25,1,1,1
154,1.96,1,1,0
153,3.1,0,1,0
159,3.27,0,1,0
155,3.05,1,1,0
157,3.26,0,1,0
153,2.97,0,1,0
150,3.17,1,1,0
156,3.21,0,1,1
154,3.19,0,1,0
156,3.3,1,1,1
137,3.08,0,1,0
160,3.36,0,1,0
156,3.33,0,1,1
156,3,0,1,0
151,3.54,0,1,0
144,3.22,1,1,0
159,3.29,0,1,0
151,2.87,1,1,0
150,3.4,1,1,0
152,2.42,0,1,0
149,2.85,0,1,0
153,2.98,1,1,0
147,3.1,0,1,0
159,3.43,0,1,0
151,3.55,0,1,0
157,3.22,1,1,1
157,3.009998321533203,0,1,0
150,3.26,1,1,0
149,2.9,1,1,0
155,2.84,0,1,0
146,2.59,1,1,0
158,3.54,0,1,0
157,3,0,1,1
153,2.16,1,1,0
146,3.37,0,1,0
159,2.3,0,1,0
150,2.74,0,1,0
155,2.8,0,1,0
156,3.56,0,1,0
159,2.7,1,1,1
160,3.37,1,1,0
147,3.28,1,1,0
152,3.25,0,1,0
150,2.93,0,1,0
157,2.27,0,1,0
157,3.39,1,1,0
139,2.5,1,1,0
156,3.12,1,1,0
150,3.02,0,1,0
149,3.22,0,1,0
159,3,0,1,0
159,3.43,0,1,0
159,3.51,0,1,0
155,3.32,0,1,1
157,3.33,0,1,0
157,3.42,0,1,0
147,3.4,1,1,0
154,3.41,1,1,0
155,3.44,1,1,1
147,3.09,1,1,0
160,3.56,0,1,0
152,2.4,0,1,0
152,3.4,0,1,0
142,3.1,1,1,0
147,3.29,1,1,0
143,3.469999313354492,1,1,0
157,3.45,0,1,0
154,3.04,0,1,0
150,2.88,0,1,0
156,3.46,0,1,0
157,3.33,0,1,0
157,3.29,1,1,0
152,2.49,1,1,0
157,2.98,1,1,0
151,2.68,1,1,0
149,2.94,1,1,0
155,3.06,0,1,0
153,3.01,0,1,0
149,2.8,0,1,0
155,2.71,0,1,0
156,2.67,1,1,0
151,3.28,1,1,0
155,3.51,0,1,0
159,3.09,0,1,0
155,3.46,1,1,1
155,2.84,0,1,0
155,2.89,0,1,0
157,3.01,0,1,1
150,3.09,1,1,0
150,3.17,1,1,0
154,3.46,0,1,1
158,3.52,0,1,0
154,2.62,0,1,0
153,3.48,1,1,0
154,3.02,0,1,0
152,3.26,0,1,0
145,3.26,0,1,0
147,2.68,0,1,0
153,2.83,1,1,0
154,2.8,1,1,0
142,2.6,0,1,0
154,3.36,0,1,1
146,2.87,1,1,0
159,2.87,1,1,0
147,3.56,0,1,0
147,3.41,1,1,0
147,3.29,0,1,0
151,3.56,1,1,0
156,2.83,0,1,0
152,3.35,0,1,0
149,3.23,0,1,0
150,3.32,1,1,0
152,3.21,0,1,0
160,3.05,0,1,0
147,3.27,1,1,0
155,2.7,1,1,1
158,3.13,1,1,1
157,3.23,0,1,1
152,3.03,0,1,0
156,3.19,0,1,1
156,3.24,0,1,0
160,3.2,0,1,0
150,3.02,1,1,0
151,2.62,0,1,0
152,2.56,0,1,0
150,3.04,0,1,0
143,2.41,0,1,0
145,2.59,0,1,0
153,3.219999313354492,0,1,0
131,2.95,1,1,0
154,3.3,1,1,1
159,2.73,1,1,1
150,3.27,0,1,0
159,3.38,0,1,0
153,2.92,1,1,0
147,3.29,1,1,0
148,2.67,0,1,0
151,2.99,1,1,0
157,3.3599987030029297,0,1,0
155,2.36,1,1,0
136,2.97,1,1,0
128,3.18,1,1,0
157,3.54,0,1,1
147,2.43,1,1,0
155,3.4,0,1,1
148,2.9,0,1,0
146,3.38,0,1,0
151,3.08,1,1,0
153,3.17,0,1,0
150,3.26,0,1,0
141,3.21,0,1,0
150,3.25,0,1,0
154,3.01,1,1,1
150,3.32,0,1,0
149,3.56,0,1,0
154,3.53,1,1,0
155,3.31,0,1,0
154,3.08,1,1,0
154,3.29,0,1,0
156,2.74,0,1,0
156,3.1499996185302734,0,1,0
144,3.28,0,1,0
160,3.43,0,1,0
160,2.59,0,1,0
156,2.81,0,1,0
157,3.44,0,1,0
157,3.1,0,1,0
144,3.05,1,1,0
156,3.22,1,1,0
160,2.77,0,1,0
155,3.29,0,1,0
154,2.57,1,1,0
149,2.83,0,1,0
159,2.75,0,1,0
154,3.48,1,1,0
160,3.1,0,1,0
148,3.24,1,1,0
151,1.8,0,1,0
147,2.75,1,1,0
149,3.21,1,1,0
154,2.78,1,1,0
140,3.2,0,1,0
156,3.41,1,1,1
141,2.86,1,1,0
132,2.13,0,1,0
152,2.77,0,1,0
159,3.33,0,1,0
160,3.02,0,1,0
157,3.41,1,1,0
147,2.99,0,1,0
147,3.48,1,1,0
150,2.75,0,1,0
152,3.36,1,1,0
147,3.07,1,1,0
149,3.17,0,1,0
160,3.44,1,1,1
150,3.22,1,1,0
151,3.42,1,1,0
153,3.11,0,1,0
145,3.22,1,1,0
155,3.04,0,1,0
152,3.14,0,1,0
142,3.42,1,1,0
151,3.37,0,1,0
154,3.04,0,1,0
149,3.46,0,1,0
156,3.46,1,1,0
147,2.93,1,1,0
153,2.73,0,1,0
154,2.75,0,1,0
144,3.13,1,1,0
159,3.42,0,1,0
155,3.1,0,1,0
153,3.38,1,1,0
154,3.5,0,1,0
160,3.13,0,1,1
147,3.28,0,1,0
160,3.4,0,1,0
148,3.5,1,1,0
155,3.33,1,1,0
151,3.01,1,1,1
152,3.34,0,1,0
151,2.79,0,1,0
153,3.16,0,1,0
153,3.13,1,1,0
152,2.96,1,1,0
150,3.17,1,1,0
142,2.92,1,1,0
149,3.3,0,1,0
128,1.77,0,1,0
151,3.54,0,1,1
154,3.37,0,1,0
155,3.55,1,1,0
158,3.27,0,1,0
144,2.85,1,1,0
160,3.45,1,1,1
159,2.84,1,1,0
147,2.58,1,1,0
158,3.46,0,1,0
154,3.279998779296875,0,1,0
153,3.4,0,1,0
148,3.56,0,1,0
155,3.4,1,1,0
152,2.94,1,1,1
147,3.37,1,1,0
151,2.8699989318847656,0,1,0
149,3.3,0,1,0
147,3.16,0,1,0
139,2.11,1,1,0
145,2.64,1,1,0
135,2.92,1,1,0
153,3.01,0,1,1
141,3.26,1,1,0
154,2.91,1,1,0
153,2.76,0,1,0
153,3.33,1,1,0
150,3.23,1,1,0
155,2.94,1,1,1
151,3.01,0,1,0
156,3.51,1,1,0
157,3.5,0,1,0
159,3.52,0,1,0
152,2.68,1,1,0
150,3.18,0,1,1
156,3.1199989318847656,0,1,0
150,3.02,1,1,0
141,2.8,1,1,0
158,3.18,1,1,0
158,3.5,1,1,0
155,3.31,0,1,1
159,2.67,0,1,0
151,3.45,1,1,0
149,3.16,0,1,0
152,3.19,0,1,0
157,3.21,0,1,0
158,3.31,0,1,0
141,3.02,1,1,0
151,3.07,0,1,0
153,2.28,1,1,0
153,2.91,0,1,0
148,3.39,0,1,0
151,2.66,1,1,0
150,2.73,1,1,0
159,3.12,1,1,0
153,3.2,0,1,0
155,3.56,0,1,0
155,3.5,1,1,0
152,3.29,0,1,0
148,3.31,0,1,0
156,2.94,0,1,0
158,3.25,1,1,0
152,3.23,0,1,1
158,2.64,1,1,0
159,3.51,0,1,0
159,2.81,0,1,0
148,3.54,1,1,1
156,3.2,0,1,0
159,3.35,1,1,0
153,3.4,1,1,0
155,2.05,0,1,1
159,2.89,1,1,0
157,3.25,1,1,0
154,3.02,1,1,1
147,2.49,0,1,0
127,2.64,1,1,0
160,3.39,1,1,1
155,3.15,1,1,1
148,3.01,1,1,0
157,3.26,1,1,0
143,2.74,0,1,0
146,2.91,0,1,0
154,2.19,1,1,0
154,3.21,0,1,0
156,3.3,0,1,0
158,3.39,0,1,0
159,3.51,1,1,0
157,3.55,1,1,0
151,2.33,0,1,0
150,3.29,0,1,0
153,2.94,1,1,0
151,3.42,0,1,1
149,3.54,0,1,0
159,2.79,0,1,0
148,3.02,1,1,0
160,3.02,1,1,0
153,3.48,1,1,0
142,3.529998779296875,1,1,0
158,2.79,0,1,1
148,3.49,0,1,0
149,3.32,1,1,0
158,3.56,0,1,0
159,3.52,1,1,0
158,3.37,0,1,1
154,2.77,0,1,0
160,2.95,0,1,0
148,3.39,0,1,0
154,2.83,0,1,1
151,2.81,0,1,0
159,2.31,0,1,0
153,3.09,0,1,0
141,3.549999237060547,0,1,0
152,2.92,1,1,1
156,3.05,0,1,0
154,2.43,1,1,1
155,3.52,1,1,0
136,3.15999984741211,0,1,0
160,3.28,0,1,1
152,2.68,1,1,0
160,3.49,0,1,0
156,3.48,1,1,1
153,3.48,0,1,0
151,3.5,0,1,0
157,3.34,0,1,0
158,3.3799991607666016,0,1,0
152,3.52,1,1,1
152,2.84,0,1,0
151,3.52,1,1,1
155,2.79,0,1,0
159,3.13,0,1,0
157,3.5,0,1,1
155,2.69,0,1,1
153,3.48,1,1,1
155,3.12,1,1,1
155,2.85,0,1,1
154,3.31,0,1,0
156,3.36,1,1,0
152,2.92,1,1,0
158,3.15,1,1,0
144,3.53,0,1,0
159,3.4,0,1,0
156,3.51,1,1,0
148,3.22,0,1,0
148,3.26,0,1,0
154,3.43,0,1,0
148,2.9,1,1,0
152,3.26,0,1,0
150,2.8499984741210938,0,1,0
134,2.33,1,1,0
156,3.06,1,1,0
147,2.97,0,1,0
160,3.37,0,1,0
155,3,0,1,0
151,3.09,0,1,0
143,2.54,1,1,0
152,3.15,0,1,0
149,2.76,0,1,0
155,3.24,0,1,0
160,3.31,0,1,1
148,3.09,1,1,0
157,2.86,0,1,1
157,2.9,0,1,0
159,3.19,0,1,0
142,3.27,0,1,0
154,2.83,1,1,1
150,3.34,1,1,0
137,3.03,0,1,0
154,2.51,0,1,0
150,2.98,1,1,0
155,3.22,1,1,1
155,3.32,1,1,0
157,3.43,0,1,0
151,3.38,1,1,1
151,3.48,1,1,1
147,3.11,0,1,0
145,3.07,0,1,0
146,3.24,1,1,0
157,3.49,1,1,0
159,3.51,0,1,0
151,3.41,0,1,0
158,3.39,0,1,0
150,3.49,0,1,0
156,3.17,0,1,0
147,3.11,0,1,0
142,2.85,1,1,0
139,2.53,1,1,0
151,2.94,1,1,0
157,3.09,0,1,1
155,3.27,1,1,0
157,3.52,0,1,0
156,3.41,1,1,1
147,3.47,0,1,0
158,3.03,1,1,1
147,2.87,1,1,0
157,3.13,1,1,1
149,3.37,0,1,0
157,3.3,0,1,1
136,3.469999313354492,0,1,0
156,3.54,0,1,0
158,3.56,0,1,0
152,3.23,1,1,1
148,2.65,0,1,0
147,2.73,0,1,0
149,2.21,1,1,0
143,3.35,0,1,0
151,2.99,1,1,0
149,3.31,1,1,0
151,3.52,1,1,0
156,3.56,1,1,1
150,3.52,1,1,1
143,3.47,1,1,0
156,3.43,1,1,0
154,2.009998321533203,0,1,0
146,2.29,1,1,0
150,3.49,0,1,0
159,3.15,0,1,0
156,2.74,0,1,0
151,3.48,0,1,0
157,3.38,0,1,0
160,3.42,1,1,0
155,3.3,0,1,1
145,3.34,1,1,0
154,3.49,1,1,0
150,2.77,0,1,0
154,3.21,0,1,0
156,3.049999237060547,0,1,0
156,3.19,0,1,0
160,2.58,1,1,0
143,3.19,1,1,0
159,3.53,0,1,0
155,2.87,0,1,0
152,2.6699981689453125,0,1,0
151,3.269998550415039,0,1,0
150,3.33,1,1,0
159,3.54,1,1,1
148,3.4399986267089844,1,1,0
158,3.37,0,1,0
145,3.05,0,1,0
153,3.46,1,1,0
153,3.18,1,1,1
156,3.31,1,1,0
157,3.4,0,1,0
151,2.91,0,1,0
152,3.31,0,1,0
155,3.33,0,1,0
152,2.88,1,1,0
151,3.02,1,1,0
147,3.2,1,1,0
158,3.07,1,1,1
160,3.09,0,1,0
150,2.88,0,1,0
155,3.5,0,1,0
159,3.42,0,1,0
147,3.35,1,1,0
154,2.86,0,1,1
159,3.15,0,1,0
158,3.26,1,1,0
155,3.3,1,1,1
159,3.13,1,1,0
153,3.48,1,1,0
149,3.37,0,1,0
145,3.17,1,1,0
140,3.11,1,1,0
153,3.13,0,1,0
155,3.19,0,1,0
150,2.4,1,1,0
154,2.88,1,1,0
154,2.89,0,1,0
155,2.98,1,1,0
150,3.43,1,1,0
156,3.44,1,1,0
152,3.34,1,1,1
147,3.25,0,1,0
149,2.29,0,1,0
144,2.95,0,1,0
159,3.19,1,1,1
158,3.07,0,1,0
149,3.03,0,1,0
159,3.14,0,1,0
160,2.11,0,1,0
151,2.53,1,1,0
154,3.29,1,1,1
149,3.31,1,1,0
155,3.08,1,1,0
143,2.52,0,1,0
151,3.42,0,1,1
159,3.45,1,1,1
157,2.96,0,1,0
159,3.06,1,1,1
149,3.21,1,1,0
152,2.43,1,1,0
154,3.01,0,1,0
147,2.83,1,1,0
150,3.519998550415039,0,1,0
153,3.40999984741211,0,1,0
151,2.47,0,1,0
153,3.24,1,1,0
155,3.3,0,1,0
158,2.97,1,1,0
159,2.75,1,1,0
152,3.44,1,1,0
149,2.94,1,1,0
160,2.26,1,1,0
152,2.28,0,1,0
147,3.49,1,1,0
154,3.04,0,1,0
158,3.46,1,1,0
151,3.41,0,1,0
147,3.56,0,1,0
146,3.14,1,1,0
159,3.05,0,1,0
159,2.64,0,1,0
140,2.58,0,1,0
148,3.27,0,1,0
157,2.74,0,1,0
154,3.55,0,1,0
154,2.78,0,1,0
153,3.01,0,1,0
159,3.26,0,1,0
154,3.44,1,1,0
143,2.87,1,1,0
156,2.66,1,1,0
160,3.04,1,1,1
151,3,0,1,0
159,3,0,1,1
151,3.08,1,1,0
141,2.93,0,1,0
155,3.43,0,1,0
142,3.34,1,1,0
150,3.04,0,1,0
147,3.34,0,1,0
156,3.03,1,1,1
151,2.58,1,1,0
157,3.43,0,1,0
156,3.23,0,1,0
158,3.19,0,1,0
147,3.47,0,1,0
160,3.54,0,1,0
151,3.47,0,1,0
158,3.2,1,1,0
159,3.33,0,1,0
158,3.17,0,1,0
145,2.88,1,1,0
152,3.01,1,1,0
147,2.64,0,1,0
151,3.4,0,1,0
157,3.08,0,1,1
160,3.53,0,1,0
152,3.4,1,1,0
156,3.39,1,1,0
157,2.51,1,1,1
157,2.62,0,1,0
154,2.68,0,1,0
141,2.8,0,1,0
160,3.36,1,1,0
157,3.52,1,1,0
148,3.35,1,1,0
151,2.96,1,1,0
157,3.55,1,1,1
157,2.7,0,1,0
156,3.46,0,1,0
158,3.42,1,1,1
148,3.41,0,1,0
155,3.39,0,1,0
148,2.93,1,1,0
142,2.85,0,1,0
145,3.52,1,1,0
